	ID	Text	verfied	retweet_count	followers_count	url_count	photo_count	truncated	listed_count	statuses_count	user_created_at	hashtag_count	friends_count	Label
10	1241490299215634434	Official death toll from #covid19 in the United Kingdom is now GREATER than: Germany + Poland + Switzerland + Austria + Portugal + Greece + Sweden + Finland + Norway + Ireland... COMBINED. UK: 67.5 Million (233 dead) Above group: 185 Million (230 dead) HTTPURL	True	33	251452	0	1	False	2075	47590	2016	2	7126	INFORMATIVE
11	1241490299215634434	Official death toll from #covid19 in the United Kingdom is now GREATER than: Germany + Poland + Switzerland + Austria + Portugal + Greece + Sweden + Finland + Norway + Ireland... COMBINED. UK: 67.5 Million (233 dead) Above group: 185 Million (230 dead) HTTPURL	False	2	1809	0	1	False	5	1049	2018	3	270	INFORMATIVE
12	1241490299215634434	Official death toll from #covid19 in the United Kingdom is now GREATER than: Germany + Poland + Switzerland + Austria + Portugal + Greece + Sweden + Finland + Norway + Ireland... COMBINED. UK: 67.5 Million (233 dead) Above group: 185 Million (230 dead) HTTPURL	False	0	6123	2	1	False	52	47732	2014	0	709	INFORMATIVE
13	1241449715654410240	“According to their report if you come in contact with someone who tests positive for COVID-19 you have a 1–5% chance of catching it as well.” Who’s report? The World Health Organization. This is a long read but very worth while HTTPURL	False	1	1258	1	0	False	12	4224	2013	0	202	UNINFORMATIVE
14	1241490299215634434	Official death toll from #covid19 in the United Kingdom is now GREATER than: Germany + Poland + Switzerland + Austria + Portugal + Greece + Sweden + Finland + Norway + Ireland... COMBINED. UK: 67.5 Million (233 dead) Above group: 185 Million (230 dead) HTTPURL	False	0	2088	1	1	False	43	20794	2012	0	1683	INFORMATIVE
15	1245311331579899906	A @USER professor has died after contracting #coronavirus A book of condolence will be available online soon for Professor Peter Sinclair from the Department of Economics. HTTPURL	False	1	9463	1	0	False	118	48781	2014	1	15	INFORMATIVE
16	1241490299215634434	Official death toll from #covid19 in the United Kingdom is now GREATER than: Germany + Poland + Switzerland + Austria + Portugal + Greece + Sweden + Finland + Norway + Ireland... COMBINED. UK: 67.5 Million (233 dead) Above group: 185 Million (230 dead) HTTPURL	False	0	5854	0	1	False	7	50536	2019	6	202	INFORMATIVE
17	1248321628808728576	إِنَّا لِلّهِ وَإِنَّـا إِلَيْهِ رَاجِعُونَ Sad to hear about passing away of Syed Mehdi Shah Brother in law of CM Sindh @USER He was tested positive with #Covid_19 May Allah rest his soul in peace.	False	13	1998	0	0	False	0	1331	2018	1	397	INFORMATIVE
18	1236128165745094663	@USER Carma &amp; her family in San Jose, CA, are possibly infected with #coronavirus since 6 Feb in Seattle. Way way more than 1,000 cases in Seattle now... HTTPURL	False	1	2885	2	0	False	51	16608	2009	1	233	INFORMATIVE
19	1244684987351404551	I think the President Cyril Ramaphosa should address us every day, Monday - Friday at 18:30 throughout this ordeal 🤷‍♂️ #Covid_19 #CoronavirusInSA #LockdownSA	False	0	4368	0	0	False	23	17543	2010	3	841	UNINFORMATIVE
20	1241490299215634434	Official death toll from #covid19 in the United Kingdom is now GREATER than: Germany + Poland + Switzerland + Austria + Portugal + Greece + Sweden + Finland + Norway + Ireland... COMBINED. UK: 67.5 Million (233 dead) Above group: 185 Million (230 dead) HTTPURL	False	1	1952	0	1	False	55	13100	2011	0	3705	INFORMATIVE
21	1241183452243693568	@USER We don’t want to argue. We want you racists in the @USER to freaking STOP CALLING IT THE “CHINESE VIRUS.” That is disgusting. It is stirring up bigotry and hatred. We are not arguing. And people are DYING. You are HATEFUL #racist scum. STFU. #COVID2019 #CoronaCrisis	False	0	3743	0	0	False	115	61461	2013	3	5001	UNINFORMATIVE
22	1244676665990696961	E don happen!!! Casala don burst!!! Governor of Oyo State, Seyi Makinde, has tested positive to the deadly coronavirus, few days after holding a political rally in the state. #Coronavirustruth	False	0	3784	0	0	False	14	15830	2011	1	408	INFORMATIVE
23	1241490299215634434	Official death toll from #covid19 in the United Kingdom is now GREATER than: Germany + Poland + Switzerland + Austria + Portugal + Greece + Sweden + Finland + Norway + Ireland... COMBINED. UK: 67.5 Million (233 dead) Above group: 185 Million (230 dead) HTTPURL	True	5	1571	0	1	False	67	19595	2009	0	3066	INFORMATIVE
24	1244181629784002561	Trump was Wrong! He bed his election on shutting down Virus!CDC issues domestic travel advisory as coronavirus deaths double to over 2,000 within two days HTTPURL	False	1	57650	1	0	False	48	664208	2015	0	63355	INFORMATIVE
25	1246972644416786440	Most #workplaces to close for one month from Apr 7 to curb spread of #COVID-19” &amp; all the #Singapore Morning #news you need to know on one page for April 6, 2020 via @USER #SARSCovs #coronaVirus #Covip19 #Independentjournalism in #Cambodia HTTPURL	False	0	3036	1	0	False	142	89108	2015	9	1837	UNINFORMATIVE
26	1241782755412914177	Kentucky Republican Rand Paul is the first US Senator to tested positive for COVID-19. House members Diaz-Balart (R-FL) and McAdams (D-UT) tested positive for coronavirus earlier this month.	True	1	16735	1	0	False	621	66565	2011	0	2456	INFORMATIVE
27	1245114106497163270	"Writing in FP, @USER &amp; @USER have penned their case against lifting Iran sanx over the #COVID pandemic. Mark and Rich are two of the smartest &amp; most influential advocates of the ""max pressure"" policy, and well worth reading. A few thoughts: HTTPURL"	True	25	39592	1	0	False	772	15128	2011	1	1001	UNINFORMATIVE
28	1236091525102268419	I have a place in Philly and most of my family live in the general area. I’m traveling, a friend sent me this: “One floor of Doylestown Hospital is quarantined, Central Bucks school district shut down. Coronavirus has arrived WTH.”	False	0	2582	0	0	False	2	9130	2015	0	2504	UNINFORMATIVE
29	1236148083504775168	On Friday, AIPAC announced that two attendees had tested positive for COVID-19 coronavirus. Mike Pence and Mitch McConnell were both in attendance. Others are being self quarantined but not attendees from the US. Why? HTTPURL	False	1	21100	1	0	False	18	89926	2017	0	18886	INFORMATIVE
30	1235899315207450625	As #coronavirus spreads, Democratic Republic of Congo discharges last #Ebola patient HTTPURL via @USER	False	0	830	1	0	False	6	6034	2017	2	0	UNINFORMATIVE
31	1241490299215634434	Official death toll from #covid19 in the United Kingdom is now GREATER than: Germany + Poland + Switzerland + Austria + Portugal + Greece + Sweden + Finland + Norway + Ireland... COMBINED. UK: 67.5 Million (233 dead) Above group: 185 Million (230 dead) HTTPURL	False	2	972	0	1	False	52	8411	2012	3	608	INFORMATIVE
32	1241490299215634434	Official death toll from #covid19 in the United Kingdom is now GREATER than: Germany + Poland + Switzerland + Austria + Portugal + Greece + Sweden + Finland + Norway + Ireland... COMBINED. UK: 67.5 Million (233 dead) Above group: 185 Million (230 dead) HTTPURL	True	39	1054326	0	1	False	2192	460041	2014	0	384	INFORMATIVE
33	1241490299215634434	Official death toll from #covid19 in the United Kingdom is now GREATER than: Germany + Poland + Switzerland + Austria + Portugal + Greece + Sweden + Finland + Norway + Ireland... COMBINED. UK: 67.5 Million (233 dead) Above group: 185 Million (230 dead) HTTPURL	False	0	1445	1	1	False	6	1962	2011	0	369	INFORMATIVE
34	1245863053662367747	The LSS CHOICES crisis hotline is available to help anyone experiencing #domesticviolence in Franklin County. Call 614-224-4663 24/7 Love shouldn't hurt. #lssnetworkofhope Experts fear domestic violence cases could rise during coronavirus outbreak HTTPURL	False	3	1246	1	0	False	51	2139	2009	2	352	UNINFORMATIVE
35	1238874923965136896	#SurgeonGeneral just said 98% to 99% will recover. #CoronaVirusUpdates #coronavirus HTTPURL If 99% will recover why is the world economy shutting down? Why did the media lie that this virus has a 3.5% mortality rate? It's a #NWO control plan.	False	0	2620	1	0	False	62	75807	2010	4	2383	UNINFORMATIVE
36	1241490299215634434	Official death toll from #covid19 in the United Kingdom is now GREATER than: Germany + Poland + Switzerland + Austria + Portugal + Greece + Sweden + Finland + Norway + Ireland... COMBINED. UK: 67.5 Million (233 dead) Above group: 185 Million (230 dead) HTTPURL	False	0	1328	1	1	False	24	105059	2012	0	1318	INFORMATIVE
37	1242812989130055680	"@USER issues ""Stay at Home"" order issued for VT! HTTPURL Effective 5:00pm today until April 15th. Please read the order for businesses that are deemed ""essential"". #vermontstrong #covid19 #thankyourgrocers #thankyournurses #thankyourdoctors #STAYHOME"	False	0	952	1	0	False	30	650	2012	6	517	UNINFORMATIVE
38	1244578159976054785	3. St. Xavier’s School, Shivajinagar 4. St. Lourdes School, Cubbonpet 5. St. Lourdes School, Halasuru (Ulsoor) Please share #COVID2019	False	1	3024	0	0	False	96	286256	2009	1	790	UNINFORMATIVE
39	1236152372088442880	UsaT: AIPAC says 2 pple at DC conf. attended by Pence &amp; others, tested positive for coronavirus The American Israel Public Affairs Committee told conf. attendees, some of whom include lawmakers, that at least 2 conf-goers have tested positive for covid-19 HTTPURL	False	4	5473	1	0	False	0	74953	2018	0	5636	INFORMATIVE
40	1245730086457876487	MOTORHOMES / RV'S FOR OVERWORKED HEALTHCARE WORKERS? A thought occurred to me in reading about how #healthcare workers are a) so overworked and tired after their shifts, and b) so anxious over bringing #covid19 back to their families, c) in some cases s…HTTPURL	False	0	611	1	0	False	154	4650	2012	2	2167	UNINFORMATIVE
41	1236128441956630534	#Australia Melbourne GP clinic closed after doctor tests positive for #coronavirus after seeing 70 patients this month - ABC News HTTPURL via @USER	False	3	20367	1	0	False	1460	163980	2009	2	22386	INFORMATIVE
42	1245717847415930880	🚨Senator Loeffler and her husband “sold shares in retail stores such as Lululemon and T.J. Maxx and invested in a company that makes COVID-19 protective garments.” In case governors were still wondering why price gouging on PPE products hasn’t halted.🤨 HTTPURL	False	0	2149	1	0	False	5	25244	2015	0	2647	UNINFORMATIVE
43	1241410720555765762	Georgia in the coronavirus age: Chaos, bad news, mounting deaths More than 300 patients from Cruise Ship with + covid land in Atlanta. During flight, 3 found to test positive, 1 sick. CDC screened remaining patients &amp; released them to fly home. Crazy HTTPURL	False	1	4128	1	0	False	2	187224	2012	0	4991	INFORMATIVE
44	1245640235871956993	According to CMO Lucknow Dr Narendra Agarwal: Samples were taken of 25 people who had attended the Tabglighi Jamaat event. All 25 people have been tested negative for COVID19. @USER @USER	True	5	4919	0	0	False	17	6740	2010	0	1077	INFORMATIVE
45	1241490299215634434	Official death toll from #covid19 in the United Kingdom is now GREATER than: Germany + Poland + Switzerland + Austria + Portugal + Greece + Sweden + Finland + Norway + Ireland... COMBINED. UK: 67.5 Million (233 dead) Above group: 185 Million (230 dead) HTTPURL	False	0	818	0	1	False	32	57513	2018	5	753	INFORMATIVE
46	1245863461646561282	#Yemen If Any Covid19 Case Shows Up In Yemen, God Forbid, Then We Hold The SaudiCo Regimes &amp; Their Masters Full Responsibility. Game Over Gestapo, Your Biological Warfare Isn't Going To Break Will Of The People Of Yemen. Cholera &amp; Diptheria are examples HTTPURL	False	1	1918	1	0	False	6	84469	2016	1	1790	UNINFORMATIVE
47	1241490299215634434	Official death toll from #covid19 in the United Kingdom is now GREATER than: Germany + Poland + Switzerland + Austria + Portugal + Greece + Sweden + Finland + Norway + Ireland... COMBINED. UK: 67.5 Million (233 dead) Above group: 185 Million (230 dead) HTTPURL	False	2	3092	0	1	False	120	9259	2010	0	32	INFORMATIVE
48	1242841682648936449	A California Highway Patrol officer stationed in Oakland has tested positive for the coronavirus, the latest Bay Area law enforcement officer to be diagnosed with the virus, authorities said. HTTPURL	True	0	100470	1	0	False	2360	152478	2008	0	1683	INFORMATIVE
49	1243534385598496768	SAD! 2 #coronavirusindia suicides! Man commits suicide over coronavirus suspicion in Dakshina Karnataka. Another middle-aged man from Uppoor village in neighbouring Udupi district ended his life on Wednesday after suspecting that he had the Covid-19 infection -- PTI	False	0	1577	0	0	False	14	25037	2015	1	2391	INFORMATIVE
50	1237344256458657792	It will get worse since @USER and the politically correct gang who are pawns of the UN's @USER will promote the spread of the virus through international travel into Canada Ontario confirms three new COVID-19 cases HTTPURL	False	3	51943	1	0	False	45	103280	2017	0	43824	INFORMATIVE
51	1241636547365134336	Just read this ‘Incredibly worrying. COVID-19 cases confirmed in Gaza’ and geno felt bad for Paul he’s been through so much lol good eyes old man	False	0	1585	0	0	False	29	150065	2012	0	856	INFORMATIVE
52	1236183073273688064	Heard about the news regarding an employee in BGC, specifically NetLima building (where I worked before) who’s tested positive for #COVID19. To my BGC friends and hangout buddies, my ex-officemates and colleagues who are still working there, you guys take care and be vigilant. 😔	False	0	958	0	0	False	5	20028	2010	1	257	INFORMATIVE
53	1245659811108159495	Come on &amp; HE MUST stop another HATEFUL USELESS EPISODE especially at such a time of disaster with the Corona virus. HE MUST STOP THE HATE &amp; SHAMEFUL &amp; DISGRACEFUL ACTIONS. ADAM SCHIFF MUST FORGET &amp; MUST STOP THE HATING ESPECIALLY AT SUCH A TIME OF DISASTER WITH THE CORONA VIRUS.	False	0	1486	1	0	False	12	20278	2009	0	3387	UNINFORMATIVE
54	1241490299215634434	Official death toll from #covid19 in the United Kingdom is now GREATER than: Germany + Poland + Switzerland + Austria + Portugal + Greece + Sweden + Finland + Norway + Ireland... COMBINED. UK: 67.5 Million (233 dead) Above group: 185 Million (230 dead) HTTPURL	False	0	994	0	1	False	33	69251	2011	2	2269	INFORMATIVE
55	1241179161588387840	An update on our efforts to secure COVID-19 test kits for the City of Mobile: HTTPURL	False	9	11506	1	0	False	93	6359	2014	0	2164	UNINFORMATIVE
56	1251869634279718915	@USER Mr President ask Evers in Wisconsin to open our economy. He has us on lockdown until May 26. We have 170 deaths attributed to COVID-19. I think 170 is an inflated number. Last year our entire deaths were 140. We are not a hotbed. We need to open	False	0	676	0	0	False	2	17454	2016	0	252	INFORMATIVE
57	1245672947873918976	Health-care workers make up 9.6% of confirmed COVID-19 cases in Ontario, @USER has learned from government data. That includes doctors, nurses, paramedics, personal support workers, long-term care home staff and other health-care professionals: HTTPURL	True	147	1309181	1	0	False	8847	143575	2009	0	381	UNINFORMATIVE
58	1241490299215634434	Official death toll from #covid19 in the United Kingdom is now GREATER than: Germany + Poland + Switzerland + Austria + Portugal + Greece + Sweden + Finland + Norway + Ireland... COMBINED. UK: 67.5 Million (233 dead) Above group: 185 Million (230 dead) HTTPURL	False	0	1721	0	1	False	2	2953	2016	2	3385	INFORMATIVE
59	1241173784272363525	We're just like everybody else - hunkered down at the moment. @USER talked to local Olympians with concerns about training for #Tokyo2020 amid coronavirus shutdowns. HTTPURL	True	2	81264	1	0	False	862	100121	2010	1	357	UNINFORMATIVE
60	1241490299215634434	Official death toll from #covid19 in the United Kingdom is now GREATER than: Germany + Poland + Switzerland + Austria + Portugal + Greece + Sweden + Finland + Norway + Ireland... COMBINED. UK: 67.5 Million (233 dead) Above group: 185 Million (230 dead) HTTPURL	False	19	3686	0	1	False	4	162852	2015	0	4961	INFORMATIVE
61	1241490299215634434	Official death toll from #covid19 in the United Kingdom is now GREATER than: Germany + Poland + Switzerland + Austria + Portugal + Greece + Sweden + Finland + Norway + Ireland... COMBINED. UK: 67.5 Million (233 dead) Above group: 185 Million (230 dead) HTTPURL	False	1	3134	0	1	False	80	6276	2011	0	1156	INFORMATIVE
62	1241135058569900036	"“This evening we were notified that a member of the Office of the Vice President tested positive for the Coronavirus,"" Pence's press secretary, Katie Miller, said in a statement."	True	0	1920	0	0	False	40	589	2018	0	299	INFORMATIVE
63	1241595312730497029	A Governor issuing a presser on #COVIDー19 case in Oyo State while #FMoH and @USER are doing the same shows a gap in coordination. The unwarranted gap has left a dent on the # of cases in Nigeria. Cases now 23 in Nigeria and not 22. The Oyo case wasn't counted at 22	False	0	1132	0	0	False	20	79686	2011	2	317	INFORMATIVE
64	1241490299215634434	Official death toll from #covid19 in the United Kingdom is now GREATER than: Germany + Poland + Switzerland + Austria + Portugal + Greece + Sweden + Finland + Norway + Ireland... COMBINED. UK: 67.5 Million (233 dead) Above group: 185 Million (230 dead) HTTPURL	False	3	3512	1	1	False	75	4587	2012	2	1458	INFORMATIVE
65	1236104801244438528	"Trump is hoping that warmer weather will kill this ""Superbug"" as was the case with #sars , has anyone noticed that the west coast appears to be the epicentre of #COVID #COVIDー19 related deaths? Just asking Mr. Prez.."	False	0	2322	0	0	False	1	21850	2019	3	2242	UNINFORMATIVE
66	1245874722988085248	"@USER @USER ""Lead"", Sarah? Sitting on the info for months, lying about it, and then creating the world's biggest clusterfu#k in trying to manage it. Everyone see's, and hears, what Trump* has done. He's a joke! #COVID19 #COVID19Pandemic #TrumpLiesPeopleDie"	False	15	4073	0	0	False	4	9362	2010	3	3807	UNINFORMATIVE
67	1241490299215634434	Official death toll from #covid19 in the United Kingdom is now GREATER than: Germany + Poland + Switzerland + Austria + Portugal + Greece + Sweden + Finland + Norway + Ireland... COMBINED. UK: 67.5 Million (233 dead) Above group: 185 Million (230 dead) HTTPURL	False	2	10012	0	1	False	34	9436	2012	4	1883	INFORMATIVE
68	1245869543517376512	@USER Hmm.. Now why, oh why would #Biden still be opposed to #MedicareForAll during a #Pandemic that's so far seen 10M+ people lose both their job &amp; #HealthInsurance.. &amp; said he'd even veto it, if it passed through his Congress?🤔 #NoJoe #NoMiddleGround #DNCKillsVoters #COVID19	False	0	2143	0	0	False	54	26304	2014	8	4926	UNINFORMATIVE
69	1246422722428583936	WHO reversals during #COVID19 (1) no human-to-human transmission (2) not yet an emergency (PHEIC) (3) no need for travel restrictions (4) no need for universal mask wearing this is what happens when the UN and WHO puts politics infront of human lives	False	212	37686	0	0	False	281	4228	2013	1	142	UNINFORMATIVE
70	1241490299215634434	Official death toll from #covid19 in the United Kingdom is now GREATER than: Germany + Poland + Switzerland + Austria + Portugal + Greece + Sweden + Finland + Norway + Ireland... COMBINED. UK: 67.5 Million (233 dead) Above group: 185 Million (230 dead) HTTPURL	False	0	2429	0	1	False	4	2588	2019	1	50	INFORMATIVE
71	1236484280886403073	HTTPURL Coronavirus: Experiment gone wrong? Two Wuhan lab leaks exposed by Chinese scientists I had my suspicion of the origin of the virus!😉👍	False	4	4838	1	0	False	7	45082	2017	0	2764	UNINFORMATIVE
72	1241987899840696320	Suspect food retail sales up a lot in Jersey, supermarkets will need more people as the #COVIDー19 crisis develops. Some comfort for hospitality &amp; non food retail staff losing jobs, there maybe another one.	False	1	3115	1	0	False	91	18084	2010	1	2615	UNINFORMATIVE
73	1241490299215634434	Official death toll from #covid19 in the United Kingdom is now GREATER than: Germany + Poland + Switzerland + Austria + Portugal + Greece + Sweden + Finland + Norway + Ireland... COMBINED. UK: 67.5 Million (233 dead) Above group: 185 Million (230 dead) HTTPURL	False	3	1953	0	1	False	0	1859	2012	0	2091	INFORMATIVE
74	1241083119832268801	Montco pa coronavirus update- Encouraging people to take advantage of 90 miles of trails in the county but continue to use social distancing.	True	6	618184	0	0	False	2282	349862	2008	0	6467	UNINFORMATIVE
75	1243163310356418568	HOMETOWN HEROES! Meet the New Jersey restaurant owner who took out a $50,000 credit line so he could continue to pay employees during the COVID-19 closing! HTTPURL	True	8	147294	1	0	False	663	27323	2012	0	787	UNINFORMATIVE
76	1240801912955392000	CDC says N95 masks can be used for 8 hrs of continuous or intermittent use, should be discarded after interaction w/an infected patient. Many Dr’s around US said they are being given 1 to use indefinitely, they spray it down w/ Lysol or wipe it off, unsure it will help. #COVID19	False	0	2693	0	0	False	202	8517	2012	1	4181	UNINFORMATIVE
77	1242860829969715200	Dr. Morrison. Still 3 positive COVID-19 tests in PEI. Close to 500 tests have been conducted. Waiting on results of 250. #pei	False	0	12333	0	0	False	171	53970	2009	1	5185	INFORMATIVE
78	1242791355644030976	Rwanda traced back 3 of their #COVID19 cases from Kenya now Uganda confirms one of their case has links to Kenya... #UkweliUsemwe	False	3	6063	1	0	False	4	9664	2016	2	5151	INFORMATIVE
79	1241490299215634434	Official death toll from #covid19 in the United Kingdom is now GREATER than: Germany + Poland + Switzerland + Austria + Portugal + Greece + Sweden + Finland + Norway + Ireland... COMBINED. UK: 67.5 Million (233 dead) Above group: 185 Million (230 dead) HTTPURL	True	11	3288	0	1	False	94	15600	2016	2	1737	INFORMATIVE
80	1241677885808795651	And btw, there was a confirm case of COVID19 in aziz bhatti &amp; his son also tested positive. We have so many spain &amp; italy return people swarming the hospitals without masks &amp; coming in OPDs for minor illnesses. This is the state of the affairs here. The end.	False	2	4864	0	0	False	4	10287	2012	0	760	INFORMATIVE
81	1241036936560676867	Capitol Building 202.228.8800 House Office Buildings 202.225.4141 Senate Office Buildings 202.224.3141 Demand that Our Nov2020 Elections &amp; all the Primaries left must be from now on a Mail-In ONLY elecx Process. #COVID19 #BuRisma=.@USER	False	0	3214	0	0	False	95	465401	2015	2	4875	UNINFORMATIVE
82	1249502697352581120	The story of Covid-19's effects on Western New York has largely been one of mind-numbing data, provided day after day on a national, state, county and even municipal level. But Sunday's death notices in The Buffalo News told a very different story. HTTPURL	True	0	166284	1	0	False	1387	220334	2009	0	826	UNINFORMATIVE
83	1238285142302441472	"It couldn't have happened to a nicer person? Then again, this ""virus"" is a joke. A bad one at that. Hope it's not that one in a million fatal cases. 👇🏼👇🏼👇🏼 Canadian PM Justin Trudeau's wife, Sophie, tests positive for coronavirus, officials say HTTPURL"	False	113	24887	1	0	False	9	62474	2011	0	25611	INFORMATIVE
84	1241490299215634434	Official death toll from #covid19 in the United Kingdom is now GREATER than: Germany + Poland + Switzerland + Austria + Portugal + Greece + Sweden + Finland + Norway + Ireland... COMBINED. UK: 67.5 Million (233 dead) Above group: 185 Million (230 dead) HTTPURL	False	0	2082	0	1	False	136	3454	2009	4	665	INFORMATIVE
85	1245893820534923265	Indonesia frees 18,000 inmates, as it records highest #coronavirus death toll in Asia behind China HTTPURL	False	0	2300	1	0	False	40	7174	2019	1	1235	UNINFORMATIVE
86	1241123604097454080	BREAKING: There are 77 new cases of #COVID19 in BC, bringing the provincial total to 348. There are no new deaths. Dr. Bonnie Henry says there are front-line workers who are getting infected. Has nice words to say about those working around the clock to help others. @USER	True	31	3876	0	0	False	66	6246	2013	1	768	INFORMATIVE
87	1241682205048541185	Five things to help stop the spread of coronavirus 1. Wash your handsFlexed biceps 2. Cough/sneeze into your elbow 3. Don't touch your face Straight ruler 4. Stay more than 3ft (1m) away from others House with garden 5. Stay home if you feel sick #CoronaFreePakistan	False	0	9411	0	0	False	4	46493	2015	1	6951	UNINFORMATIVE
88	1244605203434950656	The Monday Moment: Three Scoops, Three Sides of The Story HTTPURL Thanks to the @USER @USER + @USER as well as @USER and @USER for the journos + inspiration in Casano's case. --- #CoCo @USER #Covid_19	False	0	1791	1	0	False	28	17845	2015	2	4999	UNINFORMATIVE
89	1241041852515614721	The second case of COVID-19 IN #pei was travelling on Air Canada flight 756 from Toronto to Charlottetown. It left Toronto at 9:20 am March 11 and arrived in PEI at 12:28 @USER	False	9	9391	0	0	False	150	33741	2011	1	2669	INFORMATIVE
90	1245854723866910720	@USER @USER But they have never measured DR with total positive test data before. SARS, Swine Flu, influenza they... CDC... has always used total estimated cases. If we use that same equation for covid19 it's more like .2% or less	False	0	3628	0	0	False	0	6891	2019	0	4599	UNINFORMATIVE
91	1241628385056444418	A 38-year-old man has passed away in Bihar today due to kidney failure; he has been tested positive for #Covid19. He was from Munger. He died yesterday at AIIMS in Patna; had returned from Kolkata two days back: Dr. Prabhat Kumar Singh, AIIMS Patna, Bihar	False	1	6406	0	0	False	0	18345	2015	1	7141	INFORMATIVE
92	1241193660823359488	Freebird HTTPURL #Coronavirus Time for freebird #Budweiser @USER What song is it you want to hear?	False	0	32816	1	0	False	139	52136	2010	2	74893	UNINFORMATIVE
93	1241490299215634434	Official death toll from #covid19 in the United Kingdom is now GREATER than: Germany + Poland + Switzerland + Austria + Portugal + Greece + Sweden + Finland + Norway + Ireland... COMBINED. UK: 67.5 Million (233 dead) Above group: 185 Million (230 dead) HTTPURL	False	5	4578	0	1	False	1	16761	2018	5	5039	INFORMATIVE
94	1237947244331954176	Stephen Harper, Mike Pence attend conference where two test positive for COVID-19 HTTPURL	False	0	1849	1	0	False	41	144478	2014	0	831	INFORMATIVE
95	1247024517941268481	@USER Now I get it. There was no new news on COVID-19.. Trump called a 7pm news conference because Biden had a Video Town Hall at 7pm. It was political. Good News.. Trump gave Biden lots of material for a truthful but ugly campaign ad! @USER @USER @USER	False	0	2146	0	0	False	1	17964	2017	0	5001	UNINFORMATIVE
96	1245906591486001155	This ends as of College Football season regardless of the death toll or the South really will rise again and not for a deplorable cause. #CollegeFootball #coronavirus	False	0	1209	0	0	False	1	10983	2015	2	1722	UNINFORMATIVE
97	1241490299215634434	Official death toll from #covid19 in the United Kingdom is now GREATER than: Germany + Poland + Switzerland + Austria + Portugal + Greece + Sweden + Finland + Norway + Ireland... COMBINED. UK: 67.5 Million (233 dead) Above group: 185 Million (230 dead) HTTPURL	False	5	806	0	1	False	6	2797	2017	1	633	INFORMATIVE
